Centro de Participación Activa San Ildefonso	Los Centros de Participación Activa son recursos destinados a mejorar la calidad de vida de las personas mayores, favoreciendo su bienestar, la convivencia, la integración social y su participación en la comunidad. El Taller de gimnasia de mantenimiento está dirigido a mejorar la condición física, la movilidad, la coordinación y el bienestar general de las personas mayores mediante ejercicios adaptados.	Cualquiera	Otros, Mayores de 64 años	Participación y acción comunitaria, Envejecimiento activo, Cultura y ocio, Bienestar emocional, Actividad física	Granada	Granada	+ info
Centro de Participación Activa Zaidín	Los Centros de Participación Activa son recursos destinados a mejorar la calidad de vida de las personas mayores, favoreciendo su bienestar, la convivencia, la integración social y su participación en la comunidad. Además sirven de apoyo para la prestación de Servicios Sociales y Asistenciales a otros sectores de la población. Destacan sus talleres de envejecimiento activo, orientados a mantener la autonomía, prevenir la dependencia y el aislamiento, y promover hábitos saludables. Algunos de sus talleres son: Gimnasia de mantenimiento, taller de memoria, baile, castañuelas, manualidades, coro, nuevas tecnologías...	Cualquiera	Otros, Mayores de 64 años	Participación y acción comunitaria, Envejecimiento activo, Cultura y ocio, Bienestar emocional, Actividad física	Granada	Granada	+ info
Centro Juvenil de Orientación para la Salud (CEJOS-UGR)	El Centro Juvenil de Orientación para la Salud es un servicio que el Vicerrectorado de Estudiantes y Empleabilidad de la UGR, gestionado junto a la Liga Española de la Educación y la Cultura Popular (L.E.E.C.P)- Liga Granadina desde el año 1994. La L.E.E.C.P www.ligaeducacion.org es una federación de asociaciones que tiene entre sus fines potenciar el desarrollo pleno de la ciudadanía en el marco de una sociedad basada en los principios de la democracia y la solidaridad. ¿Qué hacemos? Educación Afectiva-Sexual y de Género Prueba de Detección Precoz VIH Pruebas de embarazo Actividades Formativas Promoción de hábitos para una vida saludable Actividades Formativas: Actividades de asesoramiento y orientación directa en el Centro para la promoción de hábitos de vida saludable. Asesoramiento e información telefónica y a través de las redes sociales. Acciones formativas como Punto Forma Joven de la Universidad coordinando el curso Mediadores/as de Salud de la UGR. Talleres para la prevención de la violencia desde la perspectiva de género. Talleres para abordar las dependencias emocionales. Talleres para la prevención de embarazos y asesoramiento en métodos anticonceptivos. Talleres para la prevención de ITS Participación en seminarios, jornadas, charlas, coloquios, etc. relacionados con la educación para la salud y la promoción de hábitos saludables. ¿A quién va dirigida nuestra actuación?: A toda la población juvenil universitaria. Y a todos/as los/as agentes y mediadores/as que intervengan con jóvenes.	Cualquiera	Adultos (30-64 años), Población general, Jóvenes (18-29 años), Mayores de 64 años	Otros, Salud sexual y reproductiva, Género/identidad, Bienestar emocional, Prevención del suicidio, Escuela de salud/formación	Granada	Granada	+ info
Fundación Albihar	Institución privada sin ánimo de lucro, que promueve entre la juventud valores solidarios como el acompañamiento a personas mayores y dependientes	Cualquiera	Población general	Cultura y ocio, Bienestar emocional, Actividad física	Granada	Granada	+ info
FUNDACIÓN CRUZ BLANCA	- Prevención y promoción de la salud: Objetivos del área - Favorecer la comprensión e interiorización, mediante la educación, de información preventiva sobre el VIH/SIDA y otras infecciones de transmisión sexual en entornos vulnerables. - Sensibilizar a la población general, facilitando información acerca de la prevención de VIH, la prueba rápida de detección de VIH y en la lucha contra el estigma y la discriminación. - Diseñar de campañas de sensibilización para la prevención de riesgos asociados al consumo de drogas. - Ofrecer asistencia a personas pertenecientes a colectivos vulnerables: con un uso problemático de drogas, drogodependientes, consumidores/as de drogas en contextos de prostitución, en adolescente y jóvenes en situación de exclusión. - Prevenir el consumo a edades tempranas ofreciendo herramientas de protección ante el incremento de consumo, y reducir los daños ante la exposición a las mismas. - Mejorar la calidad de vida de las personas mayoras a través de la intervención terapéutica y ocupacional Recursos UVI Social Voluntariado Cobertura de necesidades básicas Atención a personas reclusas Cooperación internacional Dispensario médico Infancia y Familia Formación Actividad Promoción	Cualquiera	Población general	Salud sexual y reproductiva, Bienestar emocional	Granada	Granada	+ info
Fundación Theodora	El objetivo es que los niños, niñas y adolescentes que van a ser operados en el Hospital Universitario Clínico San Cecilio , como sus familiares, reduzcan el estrés físico y emocional que se produce durante todo el proceso perioperatorio, canalizándolo a través de la figura de los Doctores Sonrisa. El personal sanitario también se beneficia de la presencia del Doctor Sonrisa, ya que pueden concentrarse con más facilidad en su labor sanitaria. Modalidad presencial: La Dra. Sapofrita visita a los niños/as hospitalizados y acompaña hacia la antesala del quirófano a los niños/as que van a ser intervenidos quirúrgicamente Modalidad videollamada: los niños/as hospitalizados VOLUNTARIAMENTE CON LA AYUDA DE SUS PADRES tienen la posibilidad de asistir a una videollamada con algún Doctor/a Sonrisa a través del móvil de su padre / madre o tutor legal. los niños/as hospitalizados VOLUNTARIAMENTE CON LA AYUDA DE SUS PADRES tienen la posibilidad de asistir a una videollamada con algún Doctor/a Sonrisa a través del móvil de su padre / madre o tutor legal.	Cualquiera	Población general	Bienestar emocional	Granada	Granada	+ info
GRUPO AFRONTAMIENTO DE ANSIEDAD CENTRO DE SALUD ALBAYDA	Los Grupos de Afrontamiento de Ansiedad en Atención Primaria (GRAFA) son un programa psicoeducativo dirigido a mayores de 18 años para enseñar a manejar estrés y ansiedad. Se entrenan habilidades, se enseñan prácticas de relajación, en grupo.	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Bienestar emocional, Escuela de salud/formación	Granada	Granada	+ info
Grupo de Afrontamiento de Ansiedad (GRAFA- Centro de Salud Almanjáyar)	Grupos psicoeducativos dirigidos por profesionales de enfermería que buscan facilitar la gestión y afrontamiento de la ansiedad leve-moderada de los pacientes. 8 Sesiones de 2horas de duración cada una de ellas, horario habitual Miércoles de 16:00h-18:00h.	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Bienestar emocional	Granada	Granada	+ info
Grupo de afrontamiento de la ansiedad (GRAFA- Centro de Salud de Gran Capitán)ontamiento a la ansiedad)	Los grupos de afrontamiento a la ansiedad se reúnen todos los miércoles en la 4ª planta en horario de 17 a 18:30, están dirigidos por la Enfermera especialista en comunitaria del centro de salud y se derivan por su enfermera referente o su médico de familia. Estas reuniones son de máximo 12 participantes que previamente serán llamados para hacerles entrevista previa. Estos grupos son para ansiedad leve y moderada y /o depresión leve. La primera parte de la reunión será psico formativa y la segunda parte se les enseña técnicas de manejo de la ansiedad.	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Bienestar emocional	Granada	Granada	+ info
Grupo de Afrontamiento de la Ansiedad Zaidin Sur(GRAFA)	Los Grupos de afrontamiento de la ansiedad en Atención Primaria son espacios educativos donde se aprende a afrontar el estrés y la ansiedad. ¿Para qué sirven los GRAFA? Facilitar conocimientos sobre el manejo de la ansiedad. Aprender la técnica de relajación de Jacobson. Disminuir los niveles de ansiedad. Disminuir o eliminar la medicación para la ansiedad. Mejorar la capacidad de resolver problemas. Aumentar la autoestima.	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años)	Bienestar emocional	Granada	Granada	+ info
Grupos de Afrontamiento de la Ansiedad en Atención Primaria (GRAFA- Centro de Salud de Cartuja)	Los Grupos de Afrontamiento de la Ansiedad en Atención Primaria (GRAFA) son una iniciativa psicoeducativa del Sistema Andaluz de Salud. Se enfocan en el tratamiento grupal para personas con ansiedad de baja intensidad, enseñando técnicas de relajación, manejo de emociones y reducción de medicación, buscando mejorar el bienestar emocional.	Cualquiera	Población general	Bienestar emocional	Granada	Granada	+ info
Grupos de Afrontamiento de la Ansiedad (GRAFA-Centro de Salud La Chana)	Los Grupos de afrontamiento de la ansiedad en Atención Primaria son espacios educativos donde se aprende a afrontar el estrés y la ansiedad. ¿Para qué sirven los GRAFA? Facilitar conocimientos sobre el manejo de la ansiedad. Aprender la técnica de relajación de Jacobson. Disminuir los niveles de ansiedad. Disminuir o eliminar la medicación para la ansiedad. Mejorar la capacidad de resolver problemas. Aumentar la autoestima. Los usuarios serán seleccionados por criterios de oportunidad en consulta de Medicina/Enfermería y derivados para información y valoración a la Enfermera Comunitaria (hoja de derivación que se entregará en Atención Ciudadana)	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Bienestar emocional	Granada	Granada	+ info
Grupo Socieducativo (GRUSE- Centro de Salud Bola de Oro)	Son grupos de ayuda para personas con malestar emocional que proporcionan recursos y herramientas para afrontar de manera eficaz las situaciones adversas a las que se enfrentan en su día a día y se refuerza su bienestar emocional. Se desarrolla por la Trabajadora Social del C. Salud. Consta de 8 a 10 sesiones, una vez a la semana.	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Género/identidad, Bienestar emocional	Granada	Granada	+ info
Grupo socioeducativo (GRUSE- Centro de Salud Almanjáyar)	Grupos de ayuda para personas con malestar emocional que facilitan recursos para resolver los problemas del afrontamiento del día a día. Realizado por profesionales de trabajo social de Atención Primaria en los centros de salud. Estrategia de salud comunitaria, grupal-socioeducativa.	Mujeres	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Otros, Género/identidad, Bienestar emocional, Enfermedades crónicas	Granada	Granada	+ info
Grupo Socioeducativo (GRUSE-Centro de Salud Chana)	Se trata de una estrategia grupal socioeducativa para potenciar los talentos y habilidades personales de las personas destinatarias. Pedir cita con Trabjo Social.	Mujeres	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Envejecimiento activo, Personas cuidadoras, Salud sexual y reproductiva, Género/identidad, Bienestar emocional	Granada	Granada	+ info
Grupo Socioeducativo (GRUSE- Centro de Salud Doctores Dr. Salvador Caballero)	Son grupos de ayuda para personas con malestar emocional que proporciona recursos para resolver los problemas del día a día.	Cualquiera	Adultos (30-64 años), Población general, Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Envejecimiento activo, Personas cuidadoras, Género/identidad, Bienestar emocional, Escuela de salud/formación	Granada	Granada	+ info
Grupo Socioeducativo (GRUSE- Centro de salud Góngora)	Se trata de una estrategia grupal socio-educativa para potenciar los talentos y habilidades personales de las personas destinatarias, y la utilización de los activos comunitarios disponibles en su entorno, e incrementar así su capacidad de afrontamiento ante las dificultades de la vida cotidiana.	Mujeres	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Personas cuidadoras, Género/identidad, Bienestar emocional	Granada	Granada	+ info
Grupo Socioeducativo (GRUSE- Centro de salud Zaidín Sur)	Los grupos Socioeducativos de Atención Primaria de Salud (GRUSE) son grupos de ayuda para personas con malestar emocional que proporcionan recursos para resolver los problemas del día a día. Se trata de grupos de 8 a 15 personas (hombres o mujeres) que se reúnen en sesiones semanales, moderadas por el trabajador o la trabajadora social del Centro de Salud y en las que se abordan temas como la comunicación, la autoestima, la resolución de problemas, etc…	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años)	Bienestar emocional	Granada	Granada	+ info
GRUPOS SOCIOEDUCATIVOS DE ATENCIÓN (GRUSE CS ZAIDIN/CENTRO)	SE TRATA DE UNA ESTRATEGIA GRUPAL SOCIO-EDUCATIVA PARA POTENCIAR LOS TALENTOS Y HABILIDADES PERSONALES DE LAS PERSONAS DESTINATARIAS, Y LA UTILIZACIÓN DE LOS ACTIVOS COMUNITARIOS DISPONIBLES EN SU ENTORNO, E INCREMENTAR ASÍ SU CAPACIDAD DE AFRONTAMIENTO ANTE LAS DIFICULTADES DE LA VIDA COTIDIANA,	Cualquiera	Adultos (30-64 años)	Género/identidad, Bienestar emocional	Granada	Granada	+ info
Iniciacion al yoga y mindfullnes en Centro de Salud de Gran Capitán	Con el fin de mejorar su mente y su cuerpo, todos los martes y miércoles a las 18:30 de la tarde, en la 4ª planta del centro de salud, se imparten 4o minutos de yoga y 10 de atención plena, mediante una relajación. Esta actividad está dirigida por un voluntario del centro de salud, Miguel Moyano, desde el mes de abril del 2025, y la enfermera especialista en comunitaria, Elvira Soler. Esta actividad será interrumpida en periodos lectivos, en los que su centro de salud no abre en turno de tarde.	Cualquiera	Adultos (30-64 años), Población general, Mayores de 64 años	Envejecimiento activo, Bienestar emocional	Granada	Granada	+ info
Inserta Andalucía Granada (Área de Mujer y Diversidad)	Atención integral a personas en contextos de prostitución.	Cualquiera	Población general	Participación y acción comunitaria, Otros, Salud sexual y reproductiva, Personas en riesgo de exclusión	Granada	Granada	+ info
MAQUINAS DE EJERCICIOS BIOSALUDABLES	CONJUNTO DE MAQUINAS BIOSALUDABLES PARA EJERCICIOS DE MOVILIDAD DE BAJO IMPACTO. ACTIVIDAD AL AIRE LIBRE Y GRATUITA.	Cualquiera	Población general	Envejecimiento activo, Enfermedades crónicas, Actividad física	Granada	Granada	+ info
Marcha Saludable	Caminata suave diseñada para fomentar el ejercicio, la convivencia y los buenos hábitos. Paseo urbano por los parques cercanos y avenida del barrio	Cualquiera	Población general	Participación y acción comunitaria, Actividad física	Granada	Granada	+ info
Parque Antonio Jiménez Blanco (Realejo, Granada)	Parque biosaludable con espacios verdes y maquinaria para realizar circuitos biosaludable. Horario: domingo 8:00–22:00 lunes 8:00–22:00 martes 8:00–22:00 miércoles 8:00–22:00 jueves 8:00–22:00 viernes 8:00–22:00 sábado 8:00–22:00	Cualquiera	Población general	Cultura y ocio, Bienestar emocional, Actividad física	Granada	Granada	+ info
Parque biosaludable Las Alquerías (Chana/Ronda)	Se trata de un espacio abierto y rodeado de naturaleza. El parque ofrece zonas amplias con zonas verde, árboles que dan sombra, parques infantiles e incluso está equipado con maquinas para poner en práctica ejercicios físicos y de relajación.	Cualquiera	Población general	Participación y acción comunitaria, Envejecimiento activo, Cultura y ocio, Bienestar emocional, Actividad física	Granada	Granada	+ info
Parques de la Avenida Federico García Lorca Granada (cerca de Centro de Salud Albayda)	La Avenida Federico García Lorca de Granada, tiene un paseo con sombras y zonas verdes, cerca del centro de salud Albayda. Es un espacio donde la gente puede pasear, correr, hacer deporte...incluso tiene también máquinas de ejercicios. Es un recurso que puede utilizar la población para moverse y tener una vida más saludable. Además, el Centro de Salud de Albayda, organiza "Marchas saludables" para toda la población de la zona para hacer ejercicio.	Cualquiera	Población general	Participación y acción comunitaria, Envejecimiento activo, Cultura y ocio, Naturaleza, Actividad física	Granada	Granada	+ info
PISCINA CUBIERTA ALMINARES DEL GENIL	La Piscina Cubierta de los Alminares del Genil es un centro deportivo ubicado en pleno centro de Granada. Se trata de una piscina cubierta con unas modernas instalaciones completamente equipadas para poder disfrutar de una experiencia única. Con una superficie total de 1.500 metros cuadrados, esta piscina se convierte en uno de los centros deportivos más grandes de la zona y su diseño la hace perfecta tanto para el entrenamiento como para el ocio. Además, sus servicios exclusivos convierten esta piscina en la favorita de muchos nadadores de la zona. La Piscina Cubierta de los Alminares del Genil es un centro deportivo de referencia en la ciudad de Granada. Sus modernas instalaciones y servicios exclusivos la hacen perfecta tanto para el entrenamiento como para el ocio. Además, sus precios y tarifas adaptadas a todas las necesidades hacen que cualquier usuario pueda disfrutar de esta increíble experiencia deportiva y emocional. Si quieres cuidarte y mantenerte en forma, no dudes en visitar la Piscina Cubierta de los Alminares del Genil.	Cualquiera	Población general	Envejecimiento activo, Bienestar emocional, Enfermedades crónicas, Actividad física	Granada	Granada	+ info
PISCINA MUNICIPAL ALMANJAYAR	Piscina Municipal ubicada en la Zona Norte de Granada. Espacio abierto donde poder nadar, relacionarse con otras personas y poder paliar los efectos del calor durante el verano.	Cualquiera	Población general	Bienestar emocional, Actividad física	Granada	Granada	+ info
Proyecto "Leer conmigo" para personas ingresados en la Unidad de Cirugía (Hospital Universitario Clínico San Cecilio-Granada)	El Club de lectura "Leer Contigo" es un espacio cálido y amigable destinado a pacientes hospitalizados en la Unidades de Cirugía General del Hospital que deseen compartir momentos de lectura, reflexión y compañia. A través de estos cortos fragmentos de novelas, poesías o textos inspiradores, buscamos fomentar la imaginación y aliviar el estrés durante la hospitalización. Además es una herramienta que fortalece el bienestar emocional y contribuye a la humanización del cuidado hospitalario. Se convierte en un componente valioso de los cuidados integrales, posicionando a la lectura como una herramienta terapeutica complementaria en el proceso de recuperación. Destacar que voluntarios de diferentes asociaciones colaboran en la organización y conducción de las sesiones de lectura.	Cualquiera	Población general	Participación y acción comunitaria, Cultura y ocio, Bienestar emocional	Granada	Granada	+ info
Proyecto Leer Contigo (Hospital Universitario Clínico San Cecilio-Granada)	El Club de lectura "Leer Contigo" es un espacio cálido y amigable destinado a pacientes hospitalizados en la Unidades de Cirugía General del Hopistal que deseen compartir momentos de lectura, reflexión y compañía. A través de estos cortos fragmentos de novelas, poesías o textos inspiradores, buscamos fomentar la imaginación y aliviar el estrés durante la hospitalización. Además es una herramienta que fortalece el bienestar emocional y contribuye a la humanización del cuidado hospitalario. Se convierte en un componente valioso de los cuidados integrales, posicionando a la lectura como una herramienta terapéutica complementaria en el proceso de recuperación. Destacar que voluntarios de diferentes asociaciones colaboran en la organización y conducción de las sesiones de lectura.	Cualquiera	Población general	Cultura y ocio, Bienestar emocional	Granada	Granada	+ info
Punto Vuela Almanjayar	Los Puntos Vuela son espacios digitales que ofrecen equipamiento, acceso y formación en competencias digitales y tecnologías emergentes a toda la ciudadanía. Con apoyo personalizado, facilitan el acceso a servicios electrónicos y herramientas digitales útliles para la vida diaria, educación, empleo, salud, finanzas o administración.	Cualquiera	Población general	Otros	Granada	Granada	+ info
Punto Vuela Zaidín	Los Puntos Vuela son espacios digitales que ofrecen equipamiento, acceso y formación en competencias digitales y tecnologías emergentes a toda la ciudadanía. Con apoyo personalizado, facilitan el acceso a servicios electrónicos y herramientas digitales útliles para la vida diaria, educación, empleo, salud, finanzas o administración.	Cualquiera	Población general	Otros	Granada	Granada	+ info
QUIOSCO DE LA MÚSICA	Es un representante vivo de las construcciones festivas típicas del siglo XIX y principios del XX. Este templete es una joya arquitectónica que data aproximadamente de 1893, se alza como testigo silencioso de la evolución cultural y musical de la ciudad a lo largo de los siglos. Ofrece en numerosas ocasiones interpretaciones de bandas musicales al aire libre y también se usa por asociaciones para hacer algunos bailes. Ejemplo: Swing.	Cualquiera	Población general	Cultura y ocio, Bienestar emocional, Naturaleza	Granada	Granada	+ info
Sesiones de Yoga y Mindfulness (Hospital Universitario Clínico San Cecilio-Granada)	Sesiones de yoga y mindfulness, actividad gratuita ofrecida por Fundación Aisse todos los miércoles de 17-18 horas en la sala de usos múltiples, planta baja del Área de Hospitalización del Hospital Universitario Clínico San Cecilio, dirigido a profesionales, familiares, acompañantes y personas cuidadoras del HUCSC. Inscripción e información: 685504615 o dirígete al correo: fundación@aisse.es	Cualquiera	Adultos (30-64 años), Jóvenes (18-29 años), Mayores de 64 años	Personas cuidadoras, Bienestar emocional, Escuela de salud/formación, Actividad física	Granada	Granada	+ info
Taller Alimenta tu bienestar del Centro de Participación Activa Buenos Aires	Este taller enseña la importancia de una alimentación equilibrada y como influye en el bienestar físico, mental y emocional.	Cualquiera	Otros	Envejecimiento activo, Bienestar emocional, Alimentación saludable, Enfermedades crónicas	Granada	Granada	+ info
Taller de Afrontamiento de la Ansiedad (GRAFA)	LOS GRAFA: Facilitar conocimientos sobre el manejo de la ansiedad. Aprender la técnica de relajación de Jacobson. Disminuir los niveles de ansiedad. Disminuir o eliminar la medicación para la ansiedad. Mejorar la capacidad de resolver problemas. Aumentar la autoestima. DIRIGIDOS: Personas mayores de 18 años con niveles de ansiedad leve o moderada, que aún no hayan desarrollado un cuadro grave de ansiedad, capaces de participar en grupo. Pretenden facilitar conocimientos sobre el manejo de la ansiedad leve o moderada a aquellas personas que tras haber usado materiales de autoayuda no han sido efectivos..	Cualquiera	Adultos (30-64 años), Población general, Jóvenes (18-29 años), Mayores de 64 años	Participación y acción comunitaria, Bienestar emocional, Escuela de salud/formación	Granada	Granada	+ info
Taller de bienestar emocional para profesionales (Hospital Universitario San Cecilio-Granada)	Desde la unidad de prevención de riesgos laborales se organizan unas sesiones de bienestar emocional para profesionales. El objetivo es ayudar a mejorar la calidad de vida laboral, fomentar la inteligencia emocional y promover un entorno de trabajo mas positivo y saludable. Se llevan a cabo los lunes de 14:00-15:00, con una duración de 45 min y son impartido por el psicólogo de la unidad de prevención.	Cualquiera	Otros	Bienestar emocional, Escuela de salud/formación	Granada	Granada	+ info
TALLER DE CUIDADOS DEL PIE DIABÉTICO /Centro de Salud Góngora)	Los talleres de Cuidados del Pie Diabético y uso correcto de Calzado, así como, botiquín en casa se dan semanalmente en el centro de salud de Góngora. Los jueves de 10 a 11 h. Como Eduacción Terapéutica Grupal. Como una forma de educar a la población, no sólo en su diabetes sino en sus cuidados. Mediante una exposición de la enfermera Comunitaria en ppt y audiovisuales. Los pacientes se van con un triptico que resume sus cuidados y aprenden a cuidarse.	Cualquiera	Población general, Otros	Escuela de salud/formación, Enfermedades crónicas	Granada	Granada	+ info
Taller de Memoria del Cenro de Participación Activa Buenos Aires	Es un taller cuyo objetivo principal es estimular y mantener las capacidades cognitivas, favoreciendo un envejecimiento activo y mejorando su autonomía y calidad de vida	Cualquiera	Otros	Envejecimiento activo, Bienestar emocional, Enfermedades crónicas	Granada	Granada	+ info
Taller de Teatro del Centro de Participación Activa Buenos Aires	Es una actividad grupal en la que los participantes realizan lectura y memorización de textos, expresión corporal e interpretación de personajes	Cualquiera	Otros	Participación y acción comunitaria, Envejecimiento activo, Cultura y ocio, Bienestar emocional	Granada	Granada	+ info
Taller de Yoga del Centro de Participación Activa Buenos Aires	Es una actividad grupal orientada a mejorar el bienestar físico, mental y emocional mediante ejercicios suaves de movimiento, respiración, relajación y concentración	Cualquiera	Otros	Envejecimiento activo, Bienestar emocional, Alimentación saludable, Enfermedades crónicas, Actividad física	Granada	Granada	+ info
